Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
2016Q1,S08000020,S08000020,,Urological,,123,,103,
2016Q1,S08000020,S08000024,,Breast,,1,,1,
2016Q1,S08000020,S08000025,,Lung,,1,,1,
2016Q1,S08000020,S08000030,,Colorectal,,1,,1,
2016Q1,S08000022,S08000020,,Colorectal,,3,,1,
2016Q1,S08000022,S08000020,,Lung,,3,,3,
2016Q1,S08000022,S08000020,,Ovarian,,2,,2,
2016Q1,S08000022,S08000020,,Urological,,5,,0,
2016Q1,S08000022,S08000022,,Breast,,80,,80,
2016Q1,S08000022,S08000022,,Cervical,,3,,3,
2016Q1,S08000022,S08000022,,Colorectal,,48,,45,
2016Q1,S08000022,S08000022,,Head & Neck,,7,,7,
2016Q1,S08000022,S08000022,,Lung,,30,,30,
2016Q1,S08000022,S08000022,,Lymphoma,,12,,12,
2016Q1,S08000022,S08000022,,Melanoma,,15,,13,
2016Q1,S08000022,S08000022,,Ovarian,,8,,8,
2016Q1,S08000022,S08000022,,Upper GI,,24,,23,
2016Q1,S08000022,S08000022,,Urological,,49,,42,
2016Q1,S08000022,S08000024,,Upper GI,,1,,1,
2016Q1,S08000022,S08000024,,Urological,,1,,1,
2016Q1,S08000022,S08000028,,Upper GI,,1,,1,
2016Q1,S08000022,S08000030,,Head & Neck,,3,,3,
2016Q1,S08000022,S08000030,,Lymphoma,,1,,1,
2016Q1,S08000022,S08000031,,Lung,,1,,1,
2016Q1,S08000022,S08000031,,Upper GI,,2,,2,
2016Q1,S08000022,S08000031,,Urological,,1,,1,
2016Q1,S08000022,SB0801,,Lung,,2,,2,
2016Q1,S08000024,S08000016,,Breast,,1,,1,
2016Q1,S08000024,S08000024,,Breast,,184,,184,
2016Q1,S08000024,S08000024,,Cervical,,13,,12,
2016Q1,S08000024,S08000024,,Colorectal,,108,,102,
2016Q1,S08000024,S08000024,,Head & Neck,,23,,23,
2016Q1,S08000024,S08000024,,Lung,,134,,134,
2016Q1,S08000024,S08000024,,Lymphoma,,40,,40,
2016Q1,S08000024,S08000024,,Melanoma,,41,,41,
2016Q1,S08000024,S08000024,,Ovarian,,6,,6,
2016Q1,S08000024,S08000024,,Upper GI,,40,,40,
2016Q1,S08000024,S08000024,,Urological,,162,,130,
2016Q1,S08000024,S08000029,,Breast,,3,,3,
2016Q1,S08000025,S08000020,,Breast,,1,,0,
2016Q1,S08000025,S08000020,,Lymphoma,,1,,1,
2016Q1,S08000025,S08000020,,Urological,,1,,0,
2016Q1,S08000026,S08000020,,Breast,,1,,1,
2016Q1,S08000026,S08000020,,Head & Neck,,1,,1,
2016Q1,S08000026,S08000020,,Lung,,2,,2,
2016Q1,S08000026,S08000020,,Lymphoma,,1,,1,
2016Q1,S08000026,S08000020,,Upper GI,,1,,1,
2016Q1,S08000026,S08000020,,Urological,,1,,1,
2016Q1,S08000026,S08000026,,Breast,,2,,2,
2016Q1,S08000026,S08000026,,Colorectal,,2,,2,
2016Q1,S08000026,S08000026,,Head & Neck,,1,,1,
2016Q1,S08000026,S08000026,,Lung,,1,,1,
2016Q1,S08000026,S08000026,,Melanoma,,2,,2,
2016Q1,S08000026,S08000026,,Upper GI,,1,,1,
2016Q1,S08000026,S08000026,,Urological,,4,,4,
2016Q1,S08000028,S08000022,,Colorectal,,6,,5,
2016Q1,S08000028,S08000022,,Upper GI,,1,,1,
2016Q1,S08000028,S08000022,,Urological,,4,,4,
2016Q1,S08000028,S08000028,,Colorectal,,2,,2,
2016Q1,S08000028,S08000028,,Lung,,2,,2,
2016Q1,S08000028,S08000028,,Upper GI,,1,,1,
2016Q1,S08000028,S08000028,,Urological,,5,,5,
2016Q1,S08000028,SB0801,,Lung,,1,,1,
2016Q1,S08000029,S08000024,,Cervical,,4,,4,
2016Q1,S08000029,S08000024,,Colorectal,,3,,3,
2016Q1,S08000029,S08000024,,Head & Neck,,13,,13,
2016Q1,S08000029,S08000024,,Lung,,25,,25,
2016Q1,S08000029,S08000024,,Lymphoma,,1,,1,
2016Q1,S08000029,S08000024,,Upper GI,,10,,10,
2016Q1,S08000029,S08000024,,Urological,,6,,4,
2016Q1,S08000029,S08000029,,Breast,,34,,34,
2016Q1,S08000029,S08000029,,Cervical,,5,,5,
2016Q1,S08000029,S08000029,,Colorectal,,41,,41,
2016Q1,S08000029,S08000029,,Head & Neck,,4,,4,
2016Q1,S08000029,S08000029,,Lung,,46,,46,
2016Q1,S08000029,S08000029,,Lymphoma,,14,,14,
2016Q1,S08000029,S08000029,,Melanoma,,9,,9,
2016Q1,S08000029,S08000029,,Ovarian,,11,,7,
2016Q1,S08000029,S08000029,,Upper GI,,26,,26,
2016Q1,S08000029,S08000029,,Urological,,56,,49,
2016Q1,S08000029,S08000030,,Lung,,2,,2,
2016Q1,S08000029,S08000030,,Lymphoma,,1,,1,
2016Q1,S08000029,S08000030,,Melanoma,,1,,1,
2016Q1,S08000030,S08000020,,Lung,,6,,6,
2016Q1,S08000030,S08000024,,Lung,,1,,1,
2016Q1,S08000030,S08000029,,Lung,,1,,1,
2016Q1,S08000030,S08000030,,Breast,,129,,115,
2016Q1,S08000030,S08000030,,Cervical,,7,,7,
2016Q1,S08000030,S08000030,,Colorectal,,63,,62,
2016Q1,S08000030,S08000030,,Head & Neck,,16,,16,
2016Q1,S08000030,S08000030,,Lung,,70,,69,
2016Q1,S08000030,S08000030,,Lymphoma,,15,,15,
2016Q1,S08000030,S08000030,,Melanoma,,14,,13,
2016Q1,S08000030,S08000030,,Ovarian,,1,,1,
2016Q1,S08000030,S08000030,,Upper GI,,60,,60,
2016Q1,S08000030,S08000030,,Urological,,136,,110,
2016Q1,S08000031,S08000019,,Urological,,1,,1,
2016Q1,S08000031,S08000024,,Upper GI,,5,,5,
2016Q1,S08000031,S08000031,,Breast,,341,,305,
2016Q1,S08000031,S08000031,,Cervical,,17,,17,
2016Q1,S08000031,S08000031,,Colorectal,,166,,161,
2016Q1,S08000031,S08000031,,Head & Neck,,74,,73,
2016Q1,S08000031,S08000031,,Lung,,251,,251,
2016Q1,S08000031,S08000031,,Lymphoma,,76,,76,
2016Q1,S08000031,S08000031,,Melanoma,,91,,89,
2016Q1,S08000031,S08000031,,Ovarian,,29,,29,
2016Q1,S08000031,S08000031,,Upper GI,,132,,131,
2016Q1,S08000031,S08000031,,Urological,,312,,259,
2016Q1,S08000031,S08000032,,Breast,,14,,14,
2016Q1,S08000031,S08000032,,Colorectal,,1,,1,
2016Q1,S08000031,S08000032,,Urological,,1,,1,
2016Q1,S08000031,SB0801,,Lung,,49,,49,
2016Q1,S08000032,S08000024,,Urological,,4,,2,
2016Q1,S08000032,S08000031,,Breast,,9,,8,
2016Q1,S08000032,S08000031,,Cervical,,4,,4,
2016Q1,S08000032,S08000031,,Colorectal,,12,,9,
2016Q1,S08000032,S08000031,,Head & Neck,,7,,7,
2016Q1,S08000032,S08000031,,Lung,,10,,10,
2016Q1,S08000032,S08000031,,Lymphoma,,3,,3,
2016Q1,S08000032,S08000031,,Melanoma,,8,,6,
2016Q1,S08000032,S08000031,,Ovarian,,5,,5,
2016Q1,S08000032,S08000031,,Upper GI,,9,,8,
2016Q1,S08000032,S08000031,,Urological,,6,,6,
2016Q1,S08000032,S08000032,,Breast,,86,,85,
2016Q1,S08000032,S08000032,,Cervical,,2,,2,
2016Q1,S08000032,S08000032,,Colorectal,,69,,66,
2016Q1,S08000032,S08000032,,Head & Neck,,23,,22,
2016Q1,S08000032,S08000032,,Lung,,51,,51,
2016Q1,S08000032,S08000032,,Lymphoma,,24,,24,
2016Q1,S08000032,S08000032,,Melanoma,,26,,26,
2016Q1,S08000032,S08000032,,Ovarian,,7,,7,
2016Q1,S08000032,S08000032,,Upper GI,,52,,52,
2016Q1,S08000032,S08000032,,Urological,,84,,77,
2016Q1,S08000032,SB0801,,Lung,,16,,16,
2016Q2,S08000015,S08000015,,Breast,,78,,78,
2016Q2,S08000015,S08000015,,Cervical,,2,,2,
2016Q2,S08000015,S08000015,,Colorectal,,61,,61,
2016Q2,S08000015,S08000015,,Head & Neck,,8,,7,
2016Q2,S08000015,S08000015,,Lung,,34,,34,
2016Q2,S08000015,S08000015,,Lymphoma,,14,,14,
2016Q2,S08000015,S08000015,,Melanoma,,19,,19,
2016Q2,S08000015,S08000015,,Ovarian,,2,,2,
2016Q2,S08000015,S08000015,,Upper GI,,34,,34,
2016Q2,S08000015,S08000015,,Urological,,81,,77,
2016Q2,S08000015,S08000017,,Breast,,7,,7,
2016Q2,S08000015,S08000031,,Breast,,2,,2,
2016Q2,S08000015,S08000031,,Cervical,,3,,3,
2016Q2,S08000015,S08000031,,Colorectal,,8,,8,
2016Q2,S08000015,S08000031,,Head & Neck,,7,,6,
2016Q2,S08000015,S08000031,,Lung,,14,,14,
2016Q2,S08000015,S08000031,,Melanoma,,1,,1,
2016Q2,S08000015,S08000031,,Ovarian,,6,,6,
2016Q2,S08000015,S08000031,,Upper GI,,16,,16,
2016Q2,S08000015,S08000031,,Urological,,4,,1,
2016Q2,S08000015,SB0801,,Lung,,7,,7,
2016Q2,S08000016,S08000016,,Breast,,21,,21,
2016Q2,S08000016,S08000016,,Cervical,,1,,1,
2016Q2,S08000016,S08000016,,Colorectal,,16,,16,
2016Q2,S08000016,S08000016,,Lung,,13,,13,
2016Q2,S08000016,S08000016,,Lymphoma,,4,,4,
2016Q2,S08000016,S08000016,,Melanoma,,13,,13,
2016Q2,S08000016,S08000016,,Ovarian,,3,,3,
2016Q2,S08000016,S08000016,,Upper GI,,9,,9,
2016Q2,S08000016,S08000016,,Urological,,19,,18,
2016Q2,S08000016,S08000024,,Breast,,1,,1,
2016Q2,S08000016,S08000024,,Colorectal,,3,,3,
2016Q2,S08000016,S08000024,,Head & Neck,,2,,2,
2016Q2,S08000016,S08000024,,Lung,,6,,5,
2016Q2,S08000016,S08000024,,Lymphoma,,1,,1,
2016Q2,S08000016,S08000024,,Upper GI,,11,,11,
2016Q2,S08000016,S08000024,,Urological,,3,,2,
2016Q2,S08000017,S08000017,,Breast,,18,,18,
2016Q2,S08000017,S08000017,,Colorectal,,31,,31,
2016Q2,S08000017,S08000017,,Head & Neck,,3,,3,
2016Q2,S08000017,S08000017,,Lung,,22,,22,
2016Q2,S08000017,S08000017,,Lymphoma,,6,,6,
2016Q2,S08000017,S08000017,,Melanoma,,11,,11,
2016Q2,S08000017,S08000017,,Ovarian,,4,,4,
2016Q2,S08000017,S08000017,,Upper GI,,18,,18,
2016Q2,S08000017,S08000017,,Urological,,26,,24,
2016Q2,S08000017,S08000024,,Breast,,2,,2,
2016Q2,S08000017,S08000024,,Cervical,,2,,2,
2016Q2,S08000017,S08000024,,Colorectal,,2,,2,
2016Q2,S08000017,S08000024,,Head & Neck,,2,,2,
2016Q2,S08000017,S08000024,,Lung,,9,,9,
2016Q2,S08000017,S08000024,,Ovarian,,1,,1,
2016Q2,S08000017,S08000024,,Upper GI,,4,,4,
2016Q2,S08000017,S08000024,,Urological,,8,,6,
2016Q2,S08000017,S08000031,,Head & Neck,,3,,3,
2016Q2,S08000017,SB0801,,Lung,,6,,6,
2016Q2,S08000019,S08000019,,Breast,,44,,41,
2016Q2,S08000019,S08000019,,Cervical,,1,,1,
2016Q2,S08000019,S08000019,,Colorectal,,34,,33,
2016Q2,S08000019,S08000019,,Head & Neck,,4,,4,
2016Q2,S08000019,S08000019,,Lung,,42,,42,
2016Q2,S08000019,S08000019,,Lymphoma,,10,,10,
2016Q2,S08000019,S08000019,,Melanoma,,10,,10,
2016Q2,S08000019,S08000019,,Ovarian,,2,,2,
2016Q2,S08000019,S08000019,,Upper GI,,25,,25,
2016Q2,S08000019,S08000019,,Urological,,78,,78,
2016Q2,S08000019,S08000024,,Breast,,1,,1,
2016Q2,S08000019,S08000024,,Lung,,1,,1,
2016Q2,S08000019,S08000024,,Upper GI,,7,,7,
2016Q2,S08000019,S08000031,,Cervical,,5,,5,
2016Q2,S08000019,S08000031,,Colorectal,,2,,2,
2016Q2,S08000019,S08000031,,Head & Neck,,3,,3,
2016Q2,S08000019,S08000031,,Lung,,9,,9,
2016Q2,S08000019,S08000031,,Lymphoma,,1,,1,
2016Q2,S08000019,S08000031,,Ovarian,,6,,6,
2016Q2,S08000019,S08000031,,Upper GI,,10,,10,
2016Q2,S08000019,S08000031,,Urological,,4,,3,
2016Q2,S08000019,SB0801,,Lung,,6,,6,
2016Q2,S08000020,S08000020,,Breast,,110,,107,
2016Q2,S08000020,S08000020,,Cervical,,3,,2,
2016Q2,S08000020,S08000020,,Colorectal,,66,,64,
2016Q2,S08000020,S08000020,,Head & Neck,,27,,26,
2016Q2,S08000020,S08000020,,Lung,,92,,90,
2016Q2,S08000020,S08000020,,Lymphoma,,30,,30,
2016Q2,S08000020,S08000020,,Melanoma,,43,,43,
2016Q2,S08000020,S08000020,,Ovarian,,18,,18,
2016Q2,S08000020,S08000020,,Upper GI,,52,,52,
2016Q2,S08000020,S08000020,,Urological,,150,,141,
2016Q2,S08000020,S08000022,,Head & Neck,,1,,1,
2016Q2,S08000020,S08000024,,Upper GI,,1,,1,
2016Q2,S08000020,S08000025,,Breast,,1,,1,
2016Q2,S08000020,S08000026,,Breast,,1,,1,
2016Q2,S08000020,S08000030,,Upper GI,,1,,1,
2016Q2,S08000022,S08000020,,Lung,,4,,4,
2016Q2,S08000022,S08000020,,Ovarian,,2,,2,
2016Q2,S08000022,S08000020,,Urological,,4,,2,
2016Q2,S08000022,S08000022,,Breast,,54,,53,
2016Q2,S08000022,S08000022,,Colorectal,,49,,47,
2016Q2,S08000022,S08000022,,Head & Neck,,6,,6,
2016Q2,S08000022,S08000022,,Lung,,30,,28,
2016Q2,S08000022,S08000022,,Lymphoma,,15,,15,
2016Q2,S08000022,S08000022,,Melanoma,,14,,14,
2016Q2,S08000022,S08000022,,Ovarian,,5,,5,
2016Q2,S08000022,S08000022,,Upper GI,,28,,27,
2016Q2,S08000022,S08000022,,Urological,,62,,58,
2016Q2,S08000022,S08000028,,Urological,,1,,1,
2016Q2,S08000022,S08000030,,Breast,,1,,1,
2016Q2,S08000022,S08000030,,Head & Neck,,1,,1,
2016Q2,S08000022,S08000031,,Lung,,3,,3,
2016Q2,S08000022,S08000031,,Melanoma,,1,,1,
2016Q2,S08000022,S08000031,,Ovarian,,2,,2,
2016Q2,S08000022,S08000031,,Upper GI,,1,,1,
2016Q2,S08000022,S08000031,,Urological,,1,,1,
2016Q2,S08000022,SB0801,,Lung,,1,,1,
2016Q2,S08000024,S08000019,,Breast,,2,,2,
2016Q2,S08000024,S08000024,,Breast,,213,,213,
2016Q2,S08000024,S08000024,,Cervical,,12,,12,
2016Q2,S08000024,S08000024,,Colorectal,,76,,72,
2016Q2,S08000024,S08000024,,Head & Neck,,27,,27,
2016Q2,S08000024,S08000024,,Lung,,125,,124,
2016Q2,S08000024,S08000024,,Lymphoma,,34,,34,
2016Q2,S08000024,S08000024,,Melanoma,,45,,45,
2016Q2,S08000024,S08000024,,Ovarian,,18,,15,
2016Q2,S08000024,S08000024,,Upper GI,,42,,42,
2016Q2,S08000024,S08000024,,Urological,,124,,98,
2016Q2,S08000024,S08000029,,Breast,,3,,3,
2016Q2,S08000025,S08000020,,Lymphoma,,2,,2,
2016Q2,S08000025,S08000020,,Urological,,1,,1,
2016Q2,S08000025,S08000025,,Colorectal,,3,,3,
2016Q2,S08000025,S08000025,,Lymphoma,,1,,1,
2016Q2,S08000025,S08000025,,Urological,,3,,3,
2016Q2,S08000026,S08000020,,Breast,,3,,3,
2016Q2,S08000026,S08000020,,Urological,,1,,1,
2016Q2,S08000026,S08000026,,Breast,,3,,3,
2016Q2,S08000026,S08000026,,Colorectal,,2,,2,
2016Q2,S08000026,S08000026,,Upper GI,,1,,1,
2016Q2,S08000026,S08000026,,Urological,,3,,3,
2016Q2,S08000028,S08000022,,Colorectal,,1,,1,
2016Q2,S08000028,S08000022,,Head & Neck,,1,,1,
2016Q2,S08000028,S08000022,,Lung,,3,,2,
2016Q2,S08000028,S08000022,,Upper GI,,1,,1,
2016Q2,S08000028,S08000022,,Urological,,5,,5,
2016Q2,S08000028,S08000028,,Cervical,,1,,1,
2016Q2,S08000028,S08000028,,Colorectal,,3,,3,
2016Q2,S08000028,S08000028,,Lung,,2,,2,
2016Q2,S08000028,S08000028,,Ovarian,,2,,2,
2016Q2,S08000028,S08000028,,Upper GI,,4,,4,
2016Q2,S08000028,S08000028,,Urological,,2,,2,
2016Q2,S08000028,S08000031,,Cervical,,1,,1,
2016Q2,S08000028,S08000031,,Head & Neck,,1,,1,
2016Q2,S08000028,S08000031,,Lung,,1,,1,
2016Q2,S08000028,S08000031,,Urological,,1,,1,
2016Q2,S08000028,SB0801,,Lung,,1,,1,
2016Q2,S08000029,S08000024,,Cervical,,4,,4,
2016Q2,S08000029,S08000024,,Colorectal,,4,,4,
2016Q2,S08000029,S08000024,,Head & Neck,,8,,8,
2016Q2,S08000029,S08000024,,Lung,,25,,25,
2016Q2,S08000029,S08000024,,Upper GI,,12,,12,
2016Q2,S08000029,S08000024,,Urological,,3,,1,
2016Q2,S08000029,S08000029,,Breast,,42,,42,
2016Q2,S08000029,S08000029,,Cervical,,1,,1,
2016Q2,S08000029,S08000029,,Colorectal,,39,,39,
2016Q2,S08000029,S08000029,,Head & Neck,,3,,3,
2016Q2,S08000029,S08000029,,Lung,,39,,39,
2016Q2,S08000029,S08000029,,Lymphoma,,17,,17,
2016Q2,S08000029,S08000029,,Melanoma,,17,,17,
2016Q2,S08000029,S08000029,,Ovarian,,8,,7,
2016Q2,S08000029,S08000029,,Upper GI,,23,,22,
2016Q2,S08000029,S08000029,,Urological,,102,,90,
2016Q2,S08000029,S08000030,,Lung,,3,,3,
2016Q2,S08000029,S08000030,,Urological,,1,,1,
2016Q2,S08000029,S08000031,,Urological,,1,,0,
2016Q2,S08000030,S08000024,,Lung,,3,,3,
2016Q2,S08000030,S08000030,,Breast,,112,,107,
2016Q2,S08000030,S08000030,,Cervical,,4,,4,
2016Q2,S08000030,S08000030,,Colorectal,,82,,80,
2016Q2,S08000030,S08000030,,Head & Neck,,28,,28,
2016Q2,S08000030,S08000030,,Lung,,66,,65,
2016Q2,S08000030,S08000030,,Lymphoma,,21,,21,
2016Q2,S08000030,S08000030,,Melanoma,,4,,4,
2016Q2,S08000030,S08000030,,Ovarian,,15,,15,
2016Q2,S08000030,S08000030,,Upper GI,,66,,65,
2016Q2,S08000030,S08000030,,Urological,,132,,114,
2016Q2,S08000031,S08000022,,Colorectal,,1,,1,
2016Q2,S08000031,S08000022,,Lung,,1,,1,
2016Q2,S08000031,S08000024,,Upper GI,,2,,2,
2016Q2,S08000031,S08000031,,Breast,,310,,287,
2016Q2,S08000031,S08000031,,Cervical,,14,,13,
2016Q2,S08000031,S08000031,,Colorectal,,171,,164,
2016Q2,S08000031,S08000031,,Head & Neck,,77,,74,
2016Q2,S08000031,S08000031,,Lung,,241,,240,
2016Q2,S08000031,S08000031,,Lymphoma,,71,,70,
2016Q2,S08000031,S08000031,,Melanoma,,104,,103,
2016Q2,S08000031,S08000031,,Ovarian,,35,,35,
2016Q2,S08000031,S08000031,,Upper GI,,160,,155,
2016Q2,S08000031,S08000031,,Urological,,270,,227,
2016Q2,S08000031,S08000032,,Breast,,8,,8,
2016Q2,S08000031,SB0801,,Lung,,44,,44,
2016Q2,S08000032,S08000024,,Colorectal,,1,,1,
2016Q2,S08000032,S08000024,,Urological,,6,,0,
2016Q2,S08000032,S08000030,,Colorectal,,1,,1,
2016Q2,S08000032,S08000031,,Breast,,3,,3,
2016Q2,S08000032,S08000031,,Cervical,,1,,1,
2016Q2,S08000032,S08000031,,Colorectal,,12,,11,
2016Q2,S08000032,S08000031,,Head & Neck,,13,,13,
2016Q2,S08000032,S08000031,,Lung,,13,,13,
2016Q2,S08000032,S08000031,,Lymphoma,,1,,1,
2016Q2,S08000032,S08000031,,Melanoma,,7,,6,
2016Q2,S08000032,S08000031,,Ovarian,,8,,8,
2016Q2,S08000032,S08000031,,Upper GI,,1,,1,
2016Q2,S08000032,S08000031,,Urological,,6,,6,
2016Q2,S08000032,S08000032,,Breast,,93,,93,
2016Q2,S08000032,S08000032,,Cervical,,6,,6,
2016Q2,S08000032,S08000032,,Colorectal,,66,,65,
2016Q2,S08000032,S08000032,,Head & Neck,,23,,23,
2016Q2,S08000032,S08000032,,Lung,,71,,71,
2016Q2,S08000032,S08000032,,Lymphoma,,24,,24,
2016Q2,S08000032,S08000032,,Melanoma,,34,,31,
2016Q2,S08000032,S08000032,,Ovarian,,5,,5,
2016Q2,S08000032,S08000032,,Upper GI,,54,,54,
2016Q2,S08000032,S08000032,,Urological,,118,,101,
2016Q2,S08000032,SB0801,,Lung,,14,,14,
2016Q3,S08000015,S08000015,,Breast,,100,,100,
2016Q3,S08000015,S08000015,,Colorectal,,59,,59,
2016Q3,S08000015,S08000015,,Head & Neck,,9,,8,
2016Q3,S08000015,S08000015,,Lung,,39,,39,
2016Q3,S08000015,S08000015,,Lymphoma,,22,,22,
2016Q3,S08000015,S08000015,,Melanoma,,26,,26,
2016Q3,S08000015,S08000015,,Ovarian,,5,,5,
2016Q3,S08000015,S08000015,,Upper GI,,34,,34,
2016Q3,S08000015,S08000015,,Urological,,80,,79,
2016Q3,S08000015,S08000017,,Breast,,1,,1,
2016Q3,S08000015,S08000022,,Breast,,1,,1,
2016Q3,S08000015,S08000031,,Cervical,,2,,2,
2016Q3,S08000015,S08000031,,Colorectal,,7,,7,
2016Q3,S08000015,S08000031,,Head & Neck,,10,,10,
2016Q3,S08000015,S08000031,,Lung,,17,,17,
2016Q3,S08000015,S08000031,,Lymphoma,,1,,0,
2016Q3,S08000015,S08000031,,Melanoma,,2,,2,
2016Q3,S08000015,S08000031,,Ovarian,,3,,3,
2016Q3,S08000015,S08000031,,Upper GI,,20,,19,
2016Q3,S08000015,S08000031,,Urological,,5,,4,
2016Q3,S08000015,SB0801,,Lung,,16,,16,
2016Q3,S08000016,S08000016,,Breast,,16,,16,
2016Q3,S08000016,S08000016,,Colorectal,,18,,18,
2016Q3,S08000016,S08000016,,Head & Neck,,1,,1,
2016Q3,S08000016,S08000016,,Lung,,18,,18,
2016Q3,S08000016,S08000016,,Lymphoma,,12,,12,
2016Q3,S08000016,S08000016,,Melanoma,,8,,8,
2016Q3,S08000016,S08000016,,Ovarian,,5,,5,
2016Q3,S08000016,S08000016,,Upper GI,,13,,13,
2016Q3,S08000016,S08000016,,Urological,,25,,25,
2016Q3,S08000016,S08000024,,Colorectal,,2,,2,
2016Q3,S08000016,S08000024,,Head & Neck,,2,,2,
2016Q3,S08000016,S08000024,,Lung,,6,,6,
2016Q3,S08000016,S08000024,,Lymphoma,,1,,1,
2016Q3,S08000016,S08000024,,Melanoma,,1,,1,
2016Q3,S08000016,S08000024,,Ovarian,,1,,1,
2016Q3,S08000016,S08000024,,Upper GI,,2,,2,
2016Q3,S08000016,S08000024,,Urological,,5,,0,
2016Q3,S08000017,S08000017,,Breast,,11,,11,
2016Q3,S08000017,S08000017,,Cervical,,1,,1,
2016Q3,S08000017,S08000017,,Colorectal,,28,,27,
2016Q3,S08000017,S08000017,,Head & Neck,,2,,1,
2016Q3,S08000017,S08000017,,Lung,,25,,25,
2016Q3,S08000017,S08000017,,Lymphoma,,8,,8,
2016Q3,S08000017,S08000017,,Melanoma,,6,,6,
2016Q3,S08000017,S08000017,,Ovarian,,4,,4,
2016Q3,S08000017,S08000017,,Upper GI,,20,,20,
2016Q3,S08000017,S08000017,,Urological,,37,,34,
2016Q3,S08000017,S08000024,,Cervical,,2,,2,
2016Q3,S08000017,S08000024,,Colorectal,,2,,2,
2016Q3,S08000017,S08000024,,Head & Neck,,2,,2,
2016Q3,S08000017,S08000024,,Lung,,1,,1,
2016Q3,S08000017,S08000024,,Melanoma,,1,,1,
2016Q3,S08000017,S08000024,,Ovarian,,2,,2,
2016Q3,S08000017,S08000024,,Upper GI,,8,,7,
2016Q3,S08000017,S08000024,,Urological,,10,,5,
2016Q3,S08000017,S08000031,,Head & Neck,,2,,2,
2016Q3,S08000017,SB0801,,Lung,,2,,2,
2016Q3,S08000019,S08000019,,Breast,,39,,39,
2016Q3,S08000019,S08000019,,Cervical,,2,,2,
2016Q3,S08000019,S08000019,,Colorectal,,33,,30,
2016Q3,S08000019,S08000019,,Lung,,32,,32,
2016Q3,S08000019,S08000019,,Lymphoma,,12,,12,
2016Q3,S08000019,S08000019,,Melanoma,,20,,19,
2016Q3,S08000019,S08000019,,Upper GI,,34,,34,
2016Q3,S08000019,S08000019,,Urological,,72,,72,
2016Q3,S08000019,S08000024,,Upper GI,,3,,3,
2016Q3,S08000019,S08000031,,Cervical,,4,,4,
2016Q3,S08000019,S08000031,,Colorectal,,4,,4,
2016Q3,S08000019,S08000031,,Head & Neck,,8,,8,
2016Q3,S08000019,S08000031,,Lung,,11,,11,
2016Q3,S08000019,S08000031,,Lymphoma,,2,,2,
2016Q3,S08000019,S08000031,,Melanoma,,1,,1,
2016Q3,S08000019,S08000031,,Ovarian,,4,,4,
2016Q3,S08000019,S08000031,,Upper GI,,15,,15,
2016Q3,S08000019,S08000031,,Urological,,6,,6,
2016Q3,S08000019,SB0801,,Lung,,6,,6,
2016Q3,S08000020,S08000020,,Breast,,128,,109,
2016Q3,S08000020,S08000020,,Cervical,,4,,4,
2016Q3,S08000020,S08000020,,Colorectal,,89,,86,
2016Q3,S08000020,S08000020,,Head & Neck,,23,,23,
2016Q3,S08000020,S08000020,,Lung,,95,,90,
2016Q3,S08000020,S08000020,,Lymphoma,,36,,35,
2016Q3,S08000020,S08000020,,Melanoma,,39,,38,
2016Q3,S08000020,S08000020,,Ovarian,,24,,24,
2016Q3,S08000020,S08000020,,Upper GI,,64,,63,
2016Q3,S08000020,S08000020,,Urological,,153,,137,
2016Q3,S08000020,S08000022,,Head & Neck,,2,,2,
2016Q3,S08000020,S08000022,,Lung,,1,,1,
2016Q3,S08000020,S08000022,,Lymphoma,,1,,1,
2016Q3,S08000020,S08000025,,Lung,,1,,1,
2016Q3,S08000020,S08000026,,Breast,,8,,8,
2016Q3,S08000022,S08000020,,Colorectal,,1,,1,
2016Q3,S08000022,S08000020,,Lung,,4,,4,
2016Q3,S08000022,S08000020,,Ovarian,,1,,1,
2016Q3,S08000022,S08000020,,Urological,,4,,2,
2016Q3,S08000022,S08000022,,Breast,,63,,62,
2016Q3,S08000022,S08000022,,Cervical,,2,,2,
2016Q3,S08000022,S08000022,,Colorectal,,39,,38,
2016Q3,S08000022,S08000022,,Head & Neck,,7,,7,
2016Q3,S08000022,S08000022,,Lung,,43,,43,
2016Q3,S08000022,S08000022,,Lymphoma,,13,,13,
2016Q3,S08000022,S08000022,,Melanoma,,25,,25,
2016Q3,S08000022,S08000022,,Ovarian,,3,,3,
2016Q3,S08000022,S08000022,,Upper GI,,29,,29,
2016Q3,S08000022,S08000022,,Urological,,49,,38,
2016Q3,S08000022,S08000024,,Breast,,1,,1,
2016Q3,S08000022,S08000024,,Melanoma,,1,,1,
2016Q3,S08000022,S08000024,,Urological,,2,,1,
2016Q3,S08000022,S08000028,,Breast,,1,,1,
2016Q3,S08000022,S08000028,,Upper GI,,1,,1,
2016Q3,S08000022,S08000030,,Head & Neck,,2,,2,
2016Q3,S08000022,S08000031,,Colorectal,,1,,1,
2016Q3,S08000022,S08000031,,Lung,,3,,3,
2016Q3,S08000022,S08000031,,Lymphoma,,4,,4,
2016Q3,S08000022,S08000031,,Melanoma,,1,,1,
2016Q3,S08000022,S08000031,,Upper GI,,3,,3,
