Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
2015Q3,S08000026,,S08000020,Lung,,1,,1,
2015Q3,S08000026,,S08000020,Lymphoma,,1,,1,
2015Q3,S08000026,,S08000020,Upper GI,,2,,2,
2015Q3,S08000026,,S08000020,Urological,,1,,1,
2015Q3,S08000026,,S08000026,Breast,,1,,1,
2015Q3,S08000026,,S08000026,Colorectal,,4,,4,
2015Q3,S08000026,,S08000026,Upper GI,,1,,1,
2015Q3,S08000026,,S08000026,Urological,,2,,2,
2015Q3,S08000028,,S08000022,Colorectal,,1,,0,
2015Q3,S08000028,,S08000022,Head & Neck,,2,,2,
2015Q3,S08000028,,S08000022,Lung,,3,,3,
2015Q3,S08000028,,S08000022,Melanoma,,1,,1,
2015Q3,S08000028,,S08000022,Upper GI,,2,,2,
2015Q3,S08000028,,S08000022,Urological,,1,,1,
2015Q3,S08000028,,S08000028,Colorectal,,5,,5,
2015Q3,S08000028,,S08000028,Melanoma,,1,,1,
2015Q3,S08000028,,S08000028,Upper GI,,1,,1,
2015Q3,S08000028,,S08000031,Colorectal,,1,,1,
2015Q3,S08000029,,S08000024,Breast,,1,,1,
2015Q3,S08000029,,S08000024,Colorectal,,1,,0,
2015Q3,S08000029,,S08000024,Head & Neck,,4,,4,
2015Q3,S08000029,,S08000024,Lung,,22,,18,
2015Q3,S08000029,,S08000024,Upper GI,,6,,6,
2015Q3,S08000029,,S08000024,Urological,,3,,1,
2015Q3,S08000029,,S08000029,Breast,,22,,21,
2015Q3,S08000029,,S08000029,Colorectal,,26,,25,
2015Q3,S08000029,,S08000029,Head & Neck,,1,,1,
2015Q3,S08000029,,S08000029,Lung,,31,,29,
2015Q3,S08000029,,S08000029,Lymphoma,,5,,5,
2015Q3,S08000029,,S08000029,Melanoma,,5,,5,
2015Q3,S08000029,,S08000029,Ovarian,,9,,9,
2015Q3,S08000029,,S08000029,Upper GI,,15,,15,
2015Q3,S08000029,,S08000029,Urological,,39,,35,
2015Q3,S08000029,,S08000030,Lung,,2,,2,
2015Q3,S08000029,,S08000030,Melanoma,,1,,0,
2015Q3,S08000030,,S08000020,Lung,,1,,1,
2015Q3,S08000030,,S08000024,Lung,,1,,0,
2015Q3,S08000030,,S08000030,Breast,,80,,76,
2015Q3,S08000030,,S08000030,Cervical,,2,,2,
2015Q3,S08000030,,S08000030,Colorectal,,45,,32,
2015Q3,S08000030,,S08000030,Head & Neck,,3,,1,
2015Q3,S08000030,,S08000030,Lung,,44,,39,
2015Q3,S08000030,,S08000030,Lymphoma,,1,,1,
2015Q3,S08000030,,S08000030,Melanoma,,24,,22,
2015Q3,S08000030,,S08000030,Ovarian,,2,,2,
2015Q3,S08000030,,S08000030,Upper GI,,30,,30,
2015Q3,S08000030,,S08000030,Urological,,33,,23,
2015Q3,S08000031,,S08000022,Lung,,1,,1,
2015Q3,S08000031,,S08000024,Urological,,1,,0,
2015Q3,S08000031,,S08000031,Breast,,237,,227,
2015Q3,S08000031,,S08000031,Cervical,,4,,4,
2015Q3,S08000031,,S08000031,Colorectal,,81,,74,
2015Q3,S08000031,,S08000031,Head & Neck,,44,,31,
2015Q3,S08000031,,S08000031,Lung,,132,,122,
2015Q3,S08000031,,S08000031,Lymphoma,,20,,19,
2015Q3,S08000031,,S08000031,Melanoma,,43,,43,
2015Q3,S08000031,,S08000031,Ovarian,,10,,10,
2015Q3,S08000031,,S08000031,Upper GI,,72,,56,
2015Q3,S08000031,,S08000031,Urological,,106,,66,
2015Q3,S08000031,,S08000032,Breast,,11,,11,
2015Q3,S08000031,,SB0801,Lung,,19,,18,
2015Q3,S08000032,,S08000024,Urological,,5,,5,
2015Q3,S08000032,,S08000031,Breast,,4,,4,
2015Q3,S08000032,,S08000031,Cervical,,6,,6,
2015Q3,S08000032,,S08000031,Colorectal,,6,,4,
2015Q3,S08000032,,S08000031,Head & Neck,,5,,5,
2015Q3,S08000032,,S08000031,Lung,,11,,11,
2015Q3,S08000032,,S08000031,Melanoma,,1,,1,
2015Q3,S08000032,,S08000031,Ovarian,,7,,6,
2015Q3,S08000032,,S08000031,Upper GI,,4,,4,
2015Q3,S08000032,,S08000031,Urological,,3,,2,
2015Q3,S08000032,,S08000032,Breast,,53,,53,
2015Q3,S08000032,,S08000032,Cervical,,5,,5,
2015Q3,S08000032,,S08000032,Colorectal,,45,,42,
2015Q3,S08000032,,S08000032,Head & Neck,,6,,6,
2015Q3,S08000032,,S08000032,Lung,,38,,38,
2015Q3,S08000032,,S08000032,Lymphoma,,8,,8,
2015Q3,S08000032,,S08000032,Melanoma,,9,,8,
2015Q3,S08000032,,S08000032,Ovarian,,1,,1,
2015Q3,S08000032,,S08000032,Upper GI,,21,,21,
2015Q3,S08000032,,S08000032,Urological,,40,,36,
2015Q3,S08000032,,SB0801,Lung,,9,,9,
2015Q4,S08000015,,S08000015,Breast,,83,,80,
2015Q4,S08000015,,S08000015,Cervical,,2,,2,
2015Q4,S08000015,,S08000015,Colorectal,,36,,35,
2015Q4,S08000015,,S08000015,Head & Neck,,5,,5,
2015Q4,S08000015,,S08000015,Lung,,23,,23,
2015Q4,S08000015,,S08000015,Lymphoma,,6,,5,
2015Q4,S08000015,,S08000015,Melanoma,,6,,6,
2015Q4,S08000015,,S08000015,Ovarian,,6,,5,
2015Q4,S08000015,,S08000015,Upper GI,,25,,24,
2015Q4,S08000015,,S08000015,Urological,,35,,32,
2015Q4,S08000015,,S08000017,Breast,,4,,4,
2015Q4,S08000015,,S08000024,Upper GI,,1,,1,
2015Q4,S08000015,,S08000031,Cervical,,1,,1,
2015Q4,S08000015,,S08000031,Colorectal,,1,,0,
2015Q4,S08000015,,S08000031,Head & Neck,,3,,2,
2015Q4,S08000015,,S08000031,Lung,,9,,7,
2015Q4,S08000015,,S08000031,Melanoma,,2,,2,
2015Q4,S08000015,,S08000031,Ovarian,,2,,2,
2015Q4,S08000015,,S08000031,Upper GI,,9,,7,
2015Q4,S08000015,,S08000031,Urological,,1,,1,
2015Q4,S08000015,,SB0801,Lung,,4,,3,
2015Q4,S08000016,,S08000016,Breast,,8,,8,
2015Q4,S08000016,,S08000016,Cervical,,1,,1,
2015Q4,S08000016,,S08000016,Colorectal,,8,,8,
2015Q4,S08000016,,S08000016,Head & Neck,,2,,2,
2015Q4,S08000016,,S08000016,Lung,,7,,7,
2015Q4,S08000016,,S08000016,Lymphoma,,4,,4,
2015Q4,S08000016,,S08000016,Melanoma,,6,,6,
2015Q4,S08000016,,S08000016,Ovarian,,6,,6,
2015Q4,S08000016,,S08000016,Upper GI,,11,,11,
2015Q4,S08000016,,S08000016,Urological,,7,,7,
2015Q4,S08000016,,S08000024,Head & Neck,,2,,1,
2015Q4,S08000016,,S08000024,Lung,,1,,1,
2015Q4,S08000016,,S08000024,Melanoma,,1,,1,
2015Q4,S08000016,,S08000024,Upper GI,,1,,1,
2015Q4,S08000016,,S08000024,Urological,,4,,4,
2015Q4,S08000017,,S08000017,Breast,,13,,13,
2015Q4,S08000017,,S08000017,Colorectal,,15,,15,
2015Q4,S08000017,,S08000017,Head & Neck,,2,,2,
2015Q4,S08000017,,S08000017,Lung,,17,,17,
2015Q4,S08000017,,S08000017,Lymphoma,,4,,4,
2015Q4,S08000017,,S08000017,Melanoma,,1,,1,
2015Q4,S08000017,,S08000017,Ovarian,,3,,3,
2015Q4,S08000017,,S08000017,Upper GI,,14,,14,
2015Q4,S08000017,,S08000017,Urological,,17,,17,
2015Q4,S08000017,,S08000024,Breast,,1,,1,
2015Q4,S08000017,,S08000024,Cervical,,1,,0,
2015Q4,S08000017,,S08000024,Colorectal,,1,,1,
2015Q4,S08000017,,S08000024,Head & Neck,,1,,0,
2015Q4,S08000017,,S08000024,Lung,,2,,2,
2015Q4,S08000017,,S08000024,Upper GI,,3,,3,
2015Q4,S08000017,,S08000024,Urological,,3,,1,
2015Q4,S08000017,,S08000031,Head & Neck,,1,,1,
2015Q4,S08000017,,S08000031,Upper GI,,1,,1,
2015Q4,S08000017,,SB0801,Lung,,1,,1,
2015Q4,S08000019,,S08000019,Breast,,35,,35,
2015Q4,S08000019,,S08000019,Cervical,,1,,1,
2015Q4,S08000019,,S08000019,Colorectal,,22,,20,
2015Q4,S08000019,,S08000019,Head & Neck,,5,,5,
2015Q4,S08000019,,S08000019,Lung,,19,,19,
2015Q4,S08000019,,S08000019,Lymphoma,,3,,3,
2015Q4,S08000019,,S08000019,Melanoma,,11,,8,
2015Q4,S08000019,,S08000019,Ovarian,,1,,1,
2015Q4,S08000019,,S08000019,Upper GI,,18,,18,
2015Q4,S08000019,,S08000019,Urological,,37,,36,
2015Q4,S08000019,,S08000024,Upper GI,,2,,2,
2015Q4,S08000019,,S08000031,Breast,,2,,2,
2015Q4,S08000019,,S08000031,Cervical,,3,,2,
2015Q4,S08000019,,S08000031,Colorectal,,4,,2,
2015Q4,S08000019,,S08000031,Head & Neck,,4,,3,
2015Q4,S08000019,,S08000031,Lung,,10,,8,
2015Q4,S08000019,,S08000031,Ovarian,,4,,4,
2015Q4,S08000019,,S08000031,Upper GI,,3,,3,
2015Q4,S08000019,,S08000031,Urological,,1,,1,
2015Q4,S08000019,,S08000032,Head & Neck,,1,,0,
2015Q4,S08000019,,SB0801,Lung,,1,,1,
2015Q4,S08000020,,S08000020,Breast,,99,,93,
2015Q4,S08000020,,S08000020,Cervical,,5,,4,
2015Q4,S08000020,,S08000020,Colorectal,,44,,28,
2015Q4,S08000020,,S08000020,Head & Neck,,9,,9,
2015Q4,S08000020,,S08000020,Lung,,47,,40,
2015Q4,S08000020,,S08000020,Lymphoma,,15,,12,
2015Q4,S08000020,,S08000020,Melanoma,,11,,10,
2015Q4,S08000020,,S08000020,Ovarian,,7,,6,
2015Q4,S08000020,,S08000020,Upper GI,,39,,37,
2015Q4,S08000020,,S08000020,Urological,,54,,49,
2015Q4,S08000020,,S08000022,Lymphoma,,1,,1,
2015Q4,S08000020,,S08000025,Urological,,1,,1,
2015Q4,S08000022,,S08000020,Ovarian,,2,,2,
2015Q4,S08000022,,S08000020,Urological,,2,,1,
2015Q4,S08000022,,S08000022,Breast,,59,,59,
2015Q4,S08000022,,S08000022,Cervical,,2,,2,
2015Q4,S08000022,,S08000022,Colorectal,,27,,26,
2015Q4,S08000022,,S08000022,Head & Neck,,6,,6,
2015Q4,S08000022,,S08000022,Lung,,24,,24,
2015Q4,S08000022,,S08000022,Lymphoma,,7,,6,
2015Q4,S08000022,,S08000022,Melanoma,,7,,7,
2015Q4,S08000022,,S08000022,Ovarian,,2,,2,
2015Q4,S08000022,,S08000022,Upper GI,,14,,13,
2015Q4,S08000022,,S08000022,Urological,,33,,20,
2015Q4,S08000022,,S08000024,Breast,,1,,1,
2015Q4,S08000022,,S08000028,Lung,,1,,1,
2015Q4,S08000022,,S08000031,Lung,,1,,1,
2015Q4,S08000022,,S08000031,Upper GI,,1,,1,
2015Q4,S08000024,,S08000019,Breast,,4,,4,
2015Q4,S08000024,,S08000024,Breast,,162,,162,
2015Q4,S08000024,,S08000024,Cervical,,14,,14,
2015Q4,S08000024,,S08000024,Colorectal,,73,,62,
2015Q4,S08000024,,S08000024,Head & Neck,,13,,12,
2015Q4,S08000024,,S08000024,Lung,,45,,43,
2015Q4,S08000024,,S08000024,Lymphoma,,14,,13,
2015Q4,S08000024,,S08000024,Melanoma,,32,,32,
2015Q4,S08000024,,S08000024,Ovarian,,9,,9,
2015Q4,S08000024,,S08000024,Upper GI,,35,,30,
2015Q4,S08000024,,S08000024,Urological,,75,,63,
2015Q4,S08000024,,S08000029,Breast,,1,,1,
2015Q4,S08000025,,S08000020,Breast,,1,,1,
2015Q4,S08000025,,S08000020,Cervical,,1,,1,
2015Q4,S08000025,,S08000020,Colorectal,,1,,0,
2015Q4,S08000025,,S08000020,Upper GI,,1,,1,
2015Q4,S08000025,,S08000025,Melanoma,,1,,1,
2015Q4,S08000026,,S08000020,Breast,,1,,0,
2015Q4,S08000026,,S08000020,Head & Neck,,1,,0,
2015Q4,S08000026,,S08000020,Ovarian,,1,,1,
2015Q4,S08000026,,S08000020,Upper GI,,1,,1,
2015Q4,S08000026,,S08000026,Colorectal,,1,,1,
2015Q4,S08000026,,S08000026,Lung,,2,,2,
2015Q4,S08000028,,S08000022,Colorectal,,1,,1,
2015Q4,S08000028,,S08000022,Lymphoma,,2,,2,
2015Q4,S08000028,,S08000022,Urological,,3,,2,
2015Q4,S08000028,,S08000028,Colorectal,,1,,1,
2015Q4,S08000028,,S08000028,Lung,,2,,2,
2015Q4,S08000028,,S08000028,Upper GI,,1,,1,
2015Q4,S08000028,,S08000028,Urological,,2,,2,
2015Q4,S08000028,,S08000031,Upper GI,,2,,2,
2015Q4,S08000029,,S08000024,Cervical,,2,,0,
2015Q4,S08000029,,S08000024,Head & Neck,,5,,4,
2015Q4,S08000029,,S08000024,Lung,,11,,7,
2015Q4,S08000029,,S08000024,Upper GI,,5,,4,
2015Q4,S08000029,,S08000024,Urological,,2,,1,
2015Q4,S08000029,,S08000029,Breast,,37,,35,
2015Q4,S08000029,,S08000029,Cervical,,2,,1,
2015Q4,S08000029,,S08000029,Colorectal,,36,,35,
2015Q4,S08000029,,S08000029,Head & Neck,,1,,1,
2015Q4,S08000029,,S08000029,Lung,,34,,32,
2015Q4,S08000029,,S08000029,Lymphoma,,1,,1,
2015Q4,S08000029,,S08000029,Melanoma,,9,,9,
2015Q4,S08000029,,S08000029,Ovarian,,4,,4,
2015Q4,S08000029,,S08000029,Upper GI,,21,,19,
2015Q4,S08000029,,S08000029,Urological,,35,,33,
2015Q4,S08000029,,S08000030,Lung,,1,,1,
2015Q4,S08000029,,S08000030,Melanoma,,1,,0,
2015Q4,S08000029,,S08000030,Urological,,1,,1,
2015Q4,S08000030,,S08000030,Breast,,58,,53,
2015Q4,S08000030,,S08000030,Cervical,,5,,4,
2015Q4,S08000030,,S08000030,Colorectal,,44,,38,
2015Q4,S08000030,,S08000030,Head & Neck,,5,,5,
2015Q4,S08000030,,S08000030,Lung,,25,,24,
2015Q4,S08000030,,S08000030,Melanoma,,4,,4,
2015Q4,S08000030,,S08000030,Ovarian,,2,,2,
2015Q4,S08000030,,S08000030,Upper GI,,28,,26,
2015Q4,S08000030,,S08000030,Urological,,20,,14,
2015Q4,S08000031,,S08000031,Breast,,264,,230,
2015Q4,S08000031,,S08000031,Cervical,,7,,7,
2015Q4,S08000031,,S08000031,Colorectal,,98,,90,
2015Q4,S08000031,,S08000031,Head & Neck,,47,,38,
2015Q4,S08000031,,S08000031,Lung,,119,,113,
2015Q4,S08000031,,S08000031,Lymphoma,,24,,23,
2015Q4,S08000031,,S08000031,Melanoma,,32,,32,
2015Q4,S08000031,,S08000031,Ovarian,,22,,22,
2015Q4,S08000031,,S08000031,Upper GI,,87,,77,
2015Q4,S08000031,,S08000031,Urological,,125,,88,
2015Q4,S08000031,,S08000032,Breast,,10,,10,
2015Q4,S08000031,,SB0801,Lung,,22,,20,
2015Q4,S08000032,,S08000024,Colorectal,,1,,1,
2015Q4,S08000032,,S08000024,Urological,,3,,2,
2015Q4,S08000032,,S08000031,Breast,,1,,1,
2015Q4,S08000032,,S08000031,Cervical,,4,,4,
2015Q4,S08000032,,S08000031,Colorectal,,4,,3,
2015Q4,S08000032,,S08000031,Head & Neck,,8,,8,
2015Q4,S08000032,,S08000031,Lung,,8,,8,
2015Q4,S08000032,,S08000031,Melanoma,,3,,3,
2015Q4,S08000032,,S08000031,Ovarian,,3,,3,
2015Q4,S08000032,,S08000031,Upper GI,,3,,2,
2015Q4,S08000032,,S08000031,Urological,,2,,2,
2015Q4,S08000032,,S08000032,Breast,,71,,71,
2015Q4,S08000032,,S08000032,Cervical,,1,,1,
2015Q4,S08000032,,S08000032,Colorectal,,46,,42,
2015Q4,S08000032,,S08000032,Head & Neck,,6,,6,
2015Q4,S08000032,,S08000032,Lung,,25,,25,
2015Q4,S08000032,,S08000032,Lymphoma,,6,,6,
2015Q4,S08000032,,S08000032,Melanoma,,10,,10,
2015Q4,S08000032,,S08000032,Ovarian,,1,,1,
2015Q4,S08000032,,S08000032,Upper GI,,19,,19,
2015Q4,S08000032,,S08000032,Urological,,40,,34,
2015Q4,S08000032,,SB0801,Lung,,11,,11,
2016Q1,S08000015,,S08000015,Breast,,76,,75,
2016Q1,S08000015,,S08000015,Colorectal,,30,,27,
2016Q1,S08000015,,S08000015,Head & Neck,,3,,3,
2016Q1,S08000015,,S08000015,Lung,,27,,27,
2016Q1,S08000015,,S08000015,Lymphoma,,3,,3,
2016Q1,S08000015,,S08000015,Melanoma,,3,,3,
2016Q1,S08000015,,S08000015,Ovarian,,2,,2,
2016Q1,S08000015,,S08000015,Upper GI,,25,,23,
2016Q1,S08000015,,S08000015,Urological,,37,,30,
2016Q1,S08000015,,S08000017,Breast,,7,,7,
2016Q1,S08000015,,S08000024,Upper GI,,2,,2,
2016Q1,S08000015,,S08000031,Cervical,,2,,1,
2016Q1,S08000015,,S08000031,Colorectal,,2,,1,
2016Q1,S08000015,,S08000031,Head & Neck,,4,,3,
2016Q1,S08000015,,S08000031,Lung,,15,,15,
2016Q1,S08000015,,S08000031,Melanoma,,1,,1,
2016Q1,S08000015,,S08000031,Ovarian,,5,,5,
2016Q1,S08000015,,S08000031,Upper GI,,9,,4,
2016Q1,S08000015,,S08000031,Urological,,1,,1,
2016Q1,S08000015,,SB0801,Lung,,4,,3,
2016Q1,S08000016,,S08000016,Breast,,12,,12,
2016Q1,S08000016,,S08000016,Colorectal,,6,,6,
2016Q1,S08000016,,S08000016,Lung,,4,,4,
2016Q1,S08000016,,S08000016,Melanoma,,3,,3,
2016Q1,S08000016,,S08000016,Ovarian,,4,,4,
2016Q1,S08000016,,S08000016,Upper GI,,9,,9,
2016Q1,S08000016,,S08000016,Urological,,8,,8,
2016Q1,S08000016,,S08000024,Colorectal,,1,,1,
2016Q1,S08000016,,S08000024,Head & Neck,,1,,1,
2016Q1,S08000016,,S08000024,Lung,,5,,5,
2016Q1,S08000016,,S08000024,Upper GI,,4,,4,
2016Q1,S08000016,,S08000024,Urological,,4,,4,
2016Q1,S08000017,,S08000017,Breast,,14,,14,
2016Q1,S08000017,,S08000017,Colorectal,,19,,18,
2016Q1,S08000017,,S08000017,Lung,,14,,14,
2016Q1,S08000017,,S08000017,Lymphoma,,4,,4,
2016Q1,S08000017,,S08000017,Melanoma,,2,,2,
2016Q1,S08000017,,S08000017,Ovarian,,2,,2,
2016Q1,S08000017,,S08000017,Upper GI,,8,,8,
2016Q1,S08000017,,S08000017,Urological,,16,,16,
2016Q1,S08000017,,S08000024,Colorectal,,2,,1,
2016Q1,S08000017,,S08000024,Lung,,6,,5,
2016Q1,S08000017,,S08000024,Upper GI,,3,,3,
2016Q1,S08000017,,S08000024,Urological,,1,,0,
2016Q1,S08000017,,S08000031,Upper GI,,1,,1,
2016Q1,S08000017,,SB0801,Lung,,2,,2,
2016Q1,S08000019,,S08000019,Breast,,33,,33,
2016Q1,S08000019,,S08000019,Cervical,,2,,2,
2016Q1,S08000019,,S08000019,Colorectal,,29,,24,
2016Q1,S08000019,,S08000019,Head & Neck,,1,,1,
2016Q1,S08000019,,S08000019,Lung,,28,,26,
2016Q1,S08000019,,S08000019,Lymphoma,,3,,3,
2016Q1,S08000019,,S08000019,Melanoma,,8,,8,
2016Q1,S08000019,,S08000019,Upper GI,,15,,15,
2016Q1,S08000019,,S08000019,Urological,,38,,36,
2016Q1,S08000019,,S08000024,Upper GI,,1,,1,
2016Q1,S08000019,,S08000031,Breast,,1,,1,
2016Q1,S08000019,,S08000031,Cervical,,2,,2,
2016Q1,S08000019,,S08000031,Colorectal,,2,,1,
2016Q1,S08000019,,S08000031,Head & Neck,,8,,6,
2016Q1,S08000019,,S08000031,Lung,,9,,7,
2016Q1,S08000019,,S08000031,Ovarian,,4,,4,
2016Q1,S08000019,,S08000031,Upper GI,,3,,2,
2016Q1,S08000019,,S08000031,Urological,,2,,1,
2016Q1,S08000019,,SB0801,Lung,,3,,0,
2016Q1,S08000020,,S08000020,Breast,,83,,82,
2016Q1,S08000020,,S08000020,Cervical,,8,,6,
2016Q1,S08000020,,S08000020,Colorectal,,47,,40,
2016Q1,S08000020,,S08000020,Head & Neck,,8,,5,
2016Q1,S08000020,,S08000020,Lung,,74,,65,
2016Q1,S08000020,,S08000020,Lymphoma,,9,,5,
2016Q1,S08000020,,S08000020,Melanoma,,14,,11,
2016Q1,S08000020,,S08000020,Ovarian,,9,,9,
2016Q1,S08000020,,S08000020,Upper GI,,44,,43,
2016Q1,S08000020,,S08000020,Urological,,43,,31,
2016Q1,S08000020,,S08000024,Breast,,1,,1,
2016Q1,S08000020,,S08000030,Colorectal,,1,,1,
2016Q1,S08000022,,S08000020,Colorectal,,2,,1,
2016Q1,S08000022,,S08000020,Lung,,2,,2,
2016Q1,S08000022,,S08000020,Urological,,1,,0,
2016Q1,S08000022,,S08000022,Breast,,56,,56,
2016Q1,S08000022,,S08000022,Cervical,,2,,2,
2016Q1,S08000022,,S08000022,Colorectal,,24,,20,
2016Q1,S08000022,,S08000022,Head & Neck,,2,,2,
2016Q1,S08000022,,S08000022,Lung,,17,,17,
2016Q1,S08000022,,S08000022,Lymphoma,,7,,7,
2016Q1,S08000022,,S08000022,Melanoma,,6,,6,
2016Q1,S08000022,,S08000022,Ovarian,,6,,6,
2016Q1,S08000022,,S08000022,Upper GI,,13,,13,
2016Q1,S08000022,,S08000022,Urological,,17,,11,
2016Q1,S08000022,,S08000028,Upper GI,,1,,1,
2016Q1,S08000022,,S08000030,Lymphoma,,1,,1,
2016Q1,S08000024,,S08000016,Breast,,1,,1,
2016Q1,S08000024,,S08000024,Breast,,147,,147,
2016Q1,S08000024,,S08000024,Cervical,,8,,8,
2016Q1,S08000024,,S08000024,Colorectal,,72,,61,
2016Q1,S08000024,,S08000024,Head & Neck,,10,,7,
2016Q1,S08000024,,S08000024,Lung,,53,,52,
2016Q1,S08000024,,S08000024,Lymphoma,,13,,11,
2016Q1,S08000024,,S08000024,Melanoma,,7,,6,
2016Q1,S08000024,,S08000024,Ovarian,,4,,4,
2016Q1,S08000024,,S08000024,Upper GI,,29,,28,
2016Q1,S08000024,,S08000024,Urological,,79,,64,
2016Q1,S08000024,,S08000029,Breast,,3,,3,
2016Q1,S08000025,,S08000020,Breast,,1,,0,
2016Q1,S08000025,,S08000020,Lymphoma,,1,,1,
2016Q1,S08000025,,S08000020,Urological,,1,,0,
2016Q1,S08000026,,S08000020,Breast,,1,,1,
2016Q1,S08000026,,S08000020,Head & Neck,,1,,0,
2016Q1,S08000026,,S08000020,Lung,,2,,2,
2016Q1,S08000026,,S08000020,Upper GI,,1,,1,
2016Q1,S08000026,,S08000026,Breast,,2,,2,
2016Q1,S08000026,,S08000026,Colorectal,,2,,2,
2016Q1,S08000026,,S08000026,Head & Neck,,1,,0,
2016Q1,S08000026,,S08000026,Lung,,1,,1,
2016Q1,S08000026,,S08000026,Melanoma,,1,,1,
2016Q1,S08000026,,S08000026,Upper GI,,1,,1,
2016Q1,S08000026,,S08000026,Urological,,1,,1,
2016Q1,S08000028,,S08000022,Colorectal,,6,,6,
2016Q1,S08000028,,S08000022,Upper GI,,1,,1,
2016Q1,S08000028,,S08000022,Urological,,1,,1,
2016Q1,S08000028,,S08000028,Colorectal,,1,,1,
2016Q1,S08000028,,S08000028,Lung,,2,,2,
2016Q1,S08000028,,S08000028,Upper GI,,1,,1,
2016Q1,S08000028,,S08000028,Urological,,5,,3,
2016Q1,S08000028,,SB0801,Lung,,1,,1,
2016Q1,S08000029,,S08000024,Cervical,,3,,1,
2016Q1,S08000029,,S08000024,Colorectal,,3,,2,
2016Q1,S08000029,,S08000024,Head & Neck,,7,,5,
2016Q1,S08000029,,S08000024,Lung,,15,,13,
2016Q1,S08000029,,S08000024,Upper GI,,4,,4,
2016Q1,S08000029,,S08000024,Urological,,3,,0,
2016Q1,S08000029,,S08000029,Breast,,24,,23,
2016Q1,S08000029,,S08000029,Cervical,,5,,5,
2016Q1,S08000029,,S08000029,Colorectal,,23,,22,
2016Q1,S08000029,,S08000029,Head & Neck,,2,,2,
2016Q1,S08000029,,S08000029,Lung,,29,,28,
2016Q1,S08000029,,S08000029,Lymphoma,,4,,4,
2016Q1,S08000029,,S08000029,Melanoma,,5,,5,
2016Q1,S08000029,,S08000029,Ovarian,,9,,6,
2016Q1,S08000029,,S08000029,Upper GI,,12,,12,
2016Q1,S08000029,,S08000029,Urological,,25,,22,
2016Q1,S08000029,,S08000030,Lung,,2,,1,
2016Q1,S08000030,,S08000020,Lung,,5,,5,
2016Q1,S08000030,,S08000029,Lung,,1,,1,
2016Q1,S08000030,,S08000030,Breast,,82,,80,
2016Q1,S08000030,,S08000030,Cervical,,3,,2,
2016Q1,S08000030,,S08000030,Colorectal,,31,,28,
2016Q1,S08000030,,S08000030,Head & Neck,,1,,1,
2016Q1,S08000030,,S08000030,Lung,,28,,25,
2016Q1,S08000030,,S08000030,Lymphoma,,1,,1,
2016Q1,S08000030,,S08000030,Melanoma,,2,,2,
2016Q1,S08000030,,S08000030,Ovarian,,1,,1,
2016Q1,S08000030,,S08000030,Upper GI,,26,,26,
2016Q1,S08000030,,S08000030,Urological,,45,,38,
2016Q1,S08000031,,S08000024,Upper GI,,2,,2,
2016Q1,S08000031,,S08000031,Breast,,244,,215,
2016Q1,S08000031,,S08000031,Cervical,,13,,12,
2016Q1,S08000031,,S08000031,Colorectal,,96,,81,
2016Q1,S08000031,,S08000031,Head & Neck,,41,,29,
2016Q1,S08000031,,S08000031,Lung,,120,,112,
2016Q1,S08000031,,S08000031,Lymphoma,,34,,33,
2016Q1,S08000031,,S08000031,Melanoma,,31,,31,
2016Q1,S08000031,,S08000031,Ovarian,,18,,17,
2016Q1,S08000031,,S08000031,Upper GI,,72,,61,
2016Q1,S08000031,,S08000031,Urological,,123,,96,
2016Q1,S08000031,,S08000032,Breast,,14,,14,
2016Q1,S08000031,,S08000032,Colorectal,,1,,1,
2016Q1,S08000031,,S08000032,Urological,,1,,0,
2016Q1,S08000031,,SB0801,Lung,,17,,12,
2016Q1,S08000032,,S08000024,Urological,,1,,1,
2016Q1,S08000032,,S08000031,Breast,,6,,6,
2016Q1,S08000032,,S08000031,Cervical,,3,,2,
2016Q1,S08000032,,S08000031,Colorectal,,9,,6,
2016Q1,S08000032,,S08000031,Head & Neck,,2,,2,
2016Q1,S08000032,,S08000031,Lung,,4,,4,
2016Q1,S08000032,,S08000031,Melanoma,,4,,4,
2016Q1,S08000032,,S08000031,Ovarian,,4,,2,
2016Q1,S08000032,,S08000031,Upper GI,,3,,3,
2016Q1,S08000032,,S08000032,Breast,,57,,57,
2016Q1,S08000032,,S08000032,Colorectal,,46,,42,
2016Q1,S08000032,,S08000032,Head & Neck,,9,,9,
2016Q1,S08000032,,S08000032,Lung,,26,,26,
2016Q1,S08000032,,S08000032,Lymphoma,,6,,6,
2016Q1,S08000032,,S08000032,Melanoma,,10,,10,
2016Q1,S08000032,,S08000032,Ovarian,,5,,5,
2016Q1,S08000032,,S08000032,Upper GI,,26,,26,
2016Q1,S08000032,,S08000032,Urological,,29,,28,
2016Q1,S08000032,,SB0801,Lung,,7,,6,
2016Q2,S08000015,,S08000015,Breast,,57,,55,
2016Q2,S08000015,,S08000015,Cervical,,1,,1,
2016Q2,S08000015,,S08000015,Colorectal,,44,,39,
2016Q2,S08000015,,S08000015,Head & Neck,,5,,5,
2016Q2,S08000015,,S08000015,Lung,,30,,29,
2016Q2,S08000015,,S08000015,Lymphoma,,7,,6,
